tie,oddshome,oddsdraw,oddsaway,season,hometeam,awayteam,pcthomeunadj,pctdrawunadj,pctawayunadj,pcthome,pctdraw,pctaway
Barcelona - Arsenal,-323,476,748,2011,Barcelona,Arsenal,0.7635933806146572,0.1736111111111111,0.1179245283018868,0.7236966912298965,0.16454017263837623,0.11176313613172727
Shakhtar Donetsk - AS Roma,-132,282,340,2011,Shakhtar Donetsk,AS Roma,0.5689655172413793,0.2617801047120419,0.22727272727272727,0.5377652643335815,0.24742491933482252,0.2148098163315959
Inter - Bayern Munich,163,221,174,2011,Inter,Bayern Munich,0.38022813688212925,0.3115264797507788,0.36496350364963503,0.35981983235081144,0.2948056570350885,0.34537451061410007
Marseille - Manchester Utd,198,211,150,2011,Marseille,Manchester Utd,0.33557046979865773,0.3215434083601286,0.4,0.31744022733211397,0.3041710216880063,0.37838875097987984
FC Copenhagen - Chelsea,338,224,-108,2011,FC Copenhagen,Chelsea,0.228310502283105,0.30864197530864196,0.5192307692307693,0.21616561611819518,0.29222388845607866,0.49161049542572627
Lyon - Real Madrid,326,243,-114,2011,Lyon,Real Madrid,0.2347417840375587,0.2915451895043732,0.5327102803738317,0.22166420467057307,0.27530306469289834,0.5030327306365285
Arsenal - Barcelona,291,279,-116,2011,Arsenal,Barcelona,0.2557544757033248,0.2638522427440633,0.5370370370370371,0.24204418412151835,0.2497078522203527,0.508247963658129
AS Roma - Shakhtar Donetsk,119,223,244,2011,AS Roma,Shakhtar Donetsk,0.45662100456621,0.30959752321981426,0.29069767441860467,0.43203141707331294,0.2929253261271069,0.2750432567995801
AC Milan - Tottenham,-143,267,408,2011,AC Milan,Tottenham,0.588477366255144,0.2724795640326976,0.1968503937007874,0.5563181053012543,0.257589031436529,0.1860928632622168
Valencia - Schalke,-147,269,426,2011,Valencia,Schalke,0.5951417004048583,0.27100271002710025,0.19011406844106463,0.5634432407490312,0.2565685534815749,0.17998820576939384
Barcelona - Inter,-250,409,571,2010,Barcelona,Inter,0.7142857142857143,0.19646365422396855,0.14903129657228018,0.6739939100799426,0.18538142909860894,0.1406246608214485
Lyon - Bayern Munich,139,238,192,2010,Lyon,Bayern Munich,0.41841004184100417,0.2958579881656805,0.3424657534246575,0.39594649892083156,0.2799740036747892,0.32407949740437925
Bayern Munich - Lyon,-152,268,442,2010,Bayern Munich,Lyon,0.6031746031746031,0.2717391304347826,0.18450184501845018,0.5693465485525898,0.2564990886642817,0.17415436278312857
Inter - Barcelona,212,223,133,2010,Inter,Barcelona,0.32051282051282054,0.30959752321981426,0.4291845493562232,0.302571854734633,0.29226755008422756,0.40516059518113945
Bordeaux - Lyon,106,238,262,2010,Bordeaux,Lyon,0.4854368932038835,0.2958579881656805,0.27624309392265195,0.459025495580666,0.2797611008568556,0.26121340356247846
Manchester Utd - Bayern Munich,-137,287,354,2010,Manchester Utd,Bayern Munich,0.5780590717299579,0.25839793281653745,0.22026431718061673,0.5470307637828055,0.24452798245256394,0.20844125376463052
Barcelona - Arsenal,-294,423,727,2010,Barcelona,Arsenal,0.7461928934010152,0.19120458891013384,0.12091898428053205,0.7050753880870219,0.18066863263113553,0.11425597928184267
CSKA Moscow - Inter,229,225,122,2010,CSKA Moscow,Inter,0.303951367781155,0.3076923076923077,0.45045045045045046,0.2861811965269542,0.28970342663805515,0.4241153768349907
Arsenal - Barcelona,198,236,131,2010,Arsenal,Barcelona,0.33557046979865773,0.2976190476190476,0.4329004329004329,0.3147675012774655,0.27916879577584736,0.4060637029466871
Inter - CSKA Moscow,-244,326,767,2010,Inter,CSKA Moscow,0.7093023255813954,0.2347417840375587,0.11534025374855825,0.6695420001544147,0.22158320639297954,0.10887479345260587
Bayern Munich - Manchester Utd,209,222,138,2010,Bayern Munich,Manchester Utd,0.32362459546925565,0.3105590062111801,0.42016806722689076,0.3069417965683526,0.2945497364584502,0.3985084669731973
Lyon - Bordeaux,106,217,285,2010,Lyon,Bordeaux,0.4854368932038835,0.31545741324921134,0.2597402597402597,0.4576853410936146,0.2974232815939577,0.24489137731242752
Barcelona - Stuttgart,-455,528,1273,2010,Barcelona,Stuttgart,0.8198198198198198,0.1592356687898089,0.07283321194464676,0.7793788633605715,0.15138071994299615,0.06924041669643233
Bordeaux - Olympiakos Piraeus,-189,295,566,2010,Bordeaux,Olympiakos Piraeus,0.6539792387543253,0.25316455696202533,0.15015015015015015,0.6185406067168572,0.2394457643040275,0.1420136289791154
Chelsea - Inter,-169,288,484,2010,Chelsea,Inter,0.6282527881040892,0.25773195876288657,0.17123287671232876,0.5942511495193236,0.2437832599595834,0.16196559052109308
Sevilla - CSKA Moscow,-182,286,548,2010,Sevilla,CSKA Moscow,0.6453900709219859,0.25906735751295334,0.15432098765432098,0.6095610385653879,0.2446851518468362,0.1457538095877759
Manchester Utd - AC Milan,-141,270,393,2010,Manchester Utd,AC Milan,0.5850622406639004,0.2702702702702703,0.2028397565922921,0.5528988602503412,0.25541235445722105,0.19168878529243769
Real Madrid - Lyon,-345,453,911,2010,Real Madrid,Lyon,0.7752808988764045,0.18083182640144665,0.09891196834817013,0.7348462112406455,0.17140056293843187,0.09375322582092269
Arsenal - FC Porto,-172,278,483,2010,Arsenal,FC Porto,0.6323529411764706,0.26455026455026454,0.17152658662092624,0.5918525912563718,0.24760659656351225,0.160540812180116
Fiorentina - Bayern Munich,186,234,141,2010,Fiorentina,Bayern Munich,0.34965034965034963,0.2994011976047904,0.4149377593360996,0.3286220523874845,0.2813949310862891,0.38998301652622647
Inter - Chelsea,161,204,192,2010,Inter,Chelsea,0.3831417624521073,0.32894736842105265,0.3424657534246575,0.36332083626659684,0.3119300600841506,0.32474910364925264
CSKA Moscow - Sevilla,162,215,179,2010,CSKA Moscow,Sevilla,0.3816793893129771,0.31746031746031744,0.35842293906810035,0.360904756624903,0.3001810991610304,0.33891414421406657
Olympiakos Piraeus - Bordeaux,199,209,150,2010,Olympiakos Piraeus,Bordeaux,0.33444816053511706,0.32362459546925565,0.4,0.3160918364424222,0.30586232717244094,0.378045836385137
Stuttgart - Barcelona,482,282,-164,2010,Stuttgart,Barcelona,0.1718213058419244,0.2617801047120419,0.6212121212121212,0.1628925878057725,0.2481766651909937,0.5889307470032339
Bayern Munich - Fiorentina,-244,341,733,2010,Bayern Munich,Fiorentina,0.7093023255813954,0.22675736961451248,0.12004801920768307,0.6716193016182588,0.2147104566342153,0.11367024174752574
FC Porto - Arsenal,133,218,222,2010,FC Porto,Arsenal,0.4291845493562232,0.31446540880503143,0.3105590062111801,0.4071152531051703,0.29829513828146126,0.2945896086133685
AC Milan - Manchester Utd,187,208,161,2010,AC Milan,Manchester Utd,0.34843205574912894,0.3246753246753247,0.3831417624521073,0.32987677017206213,0.30738517220578515,0.3627380576221526
Lyon - Real Madrid,293,231,-101,2010,Lyon,Real Madrid,0.2544529262086514,0.3021148036253776,0.5024875621890548,0.2402640618721399,0.2852682063919969,0.4744677317358632
Chelsea - Barcelona,172,235,154,2009,Chelsea,Barcelona,0.36764705882352944,0.29850746268656714,0.3937007874015748,0.34688419799590703,0.2816492592683185,0.37146654273577445
Arsenal - Manchester Utd,170,229,159,2009,Arsenal,Manchester Utd,0.37037037037037035,0.303951367781155,0.3861003861003861,0.34926692106848767,0.28663242762459473,0.36410065130691766
Manchester Utd - Arsenal,-132,252,400,2009,Manchester Utd,Arsenal,0.5689655172413793,0.2840909090909091,0.2,0.5402991739227506,0.26977748009228253,0.1899233459849669
Barcelona - Chelsea,-145,262,430,2009,Barcelona,Chelsea,0.5918367346938775,0.27624309392265195,0.18867924528301888,0.5600488789842513,0.2614059351326759,0.17854518588307297
Arsenal - Villarreal,-204,305,607,2009,Arsenal,Villarreal,0.6710526315789473,0.24691358024691357,0.14144271570014144,0.6334217261563306,0.23306730180528262,0.1335109720383868
FC Porto - Manchester Utd,245,239,110,2009,FC Porto,Manchester Utd,0.2898550724637681,0.2949852507374631,0.47619047619047616,0.27318252460714904,0.278017613538249,0.44879986185460197
Bayern Munich - Barcelona,181,254,137,2009,Bayern Munich,Barcelona,0.35587188612099646,0.2824858757062147,0.4219409282700422,0.33563361856870255,0.26642103620848984,0.39794534522280767
Chelsea - Liverpool,134,227,204,2009,Chelsea,Liverpool,0.42735042735042733,0.3058103975535168,0.32894736842105265,0.40236054107875757,0.28792772664351457,0.3097117322777279
Barcelona - Bayern Munich,-263,367,756,2009,Barcelona,Bayern Munich,0.7245179063360881,0.21413276231263384,0.11682242990654206,0.6864390076145107,0.2028784652169152,0.11068252716857406
Liverpool - Chelsea,120,198,273,2009,Liverpool,Chelsea,0.45454545454545453,0.33557046979865773,0.2680965147453083,0.4295408348597618,0.31711068345351545,0.2533484816867228
Manchester Utd - FC Porto,-250,326,792,2009,Manchester Utd,FC Porto,0.7142857142857143,0.2347417840375587,0.11210762331838565,0.6731336092058273,0.22121761804886342,0.10564877274530922
Villarreal - Arsenal,192,209,154,2009,Villarreal,Arsenal,0.3424657534246575,0.32362459546925565,0.3937007874015748,0.32314457226142734,0.30536639191047504,0.3714890358280976
AS Roma - Arsenal,150,222,186,2009,AS Roma,Arsenal,0.4,0.3105590062111801,0.34965034965034963,0.3772839748947119,0.2929223407567638,0.3297936843485243
Barcelona - Lyon,-256,346,802,2009,Barcelona,Lyon,0.7191011235955056,0.2242152466367713,0.11086474501108648,0.6821419139437888,0.2126913899278209,0.10516669612839039
FC Porto - Atl. Madrid,108,234,254,2009,FC Porto,Atl. Madrid,0.4807692307692308,0.2994011976047904,0.2824858757062147,0.4524221320884671,0.28174791459401544,0.2658299533175174
Manchester Utd - Inter,-156,252,503,2009,Manchester Utd,Inter,0.609375,0.2840909090909091,0.16583747927031509,0.5752601253760949,0.26818653863687414,0.15655333598703097
Bayern Munich - Sporting,-139,252,407,2009,Bayern Munich,Sporting,0.5815899581589958,0.2840909090909091,0.19723865877712032,0.5471627380229428,0.2672741464753992,0.18556311550165783
Juventus - Chelsea,163,209,179,2009,Juventus,Chelsea,0.38022813688212925,0.32362459546925565,0.35842293906810035,0.35793734819704803,0.3046521766207885,0.33741047518216355
Liverpool - Real Madrid,127,215,227,2009,Liverpool,Real Madrid,0.44052863436123346,0.31746031746031744,0.3058103975535168,0.41410876460868623,0.29842123671800563,0.28746999867330814
Panathinaikos - Villarreal,163,217,173,2009,Panathinaikos,Villarreal,0.38022813688212925,0.31545741324921134,0.3663003663003663,0.3580350087501189,0.29704481798511445,0.3449201732647666
Chelsea - Juventus,-133,229,451,2009,Chelsea,Juventus,0.5708154506437768,0.303951367781155,0.18148820326678766,0.5404144254192962,0.2877632404476907,0.17182233413301315
Real Madrid - Liverpool,-105,224,323,2009,Real Madrid,Liverpool,0.5121951219512195,0.30864197530864196,0.2364066193853428,0.4844626777035789,0.2919307728666481,0.223606549429773
Sporting - Bayern Munich,175,218,163,2009,Sporting,Bayern Munich,0.36363636363636365,0.31446540880503143,0.38022813688212925,0.34359452608572405,0.29713363104897517,0.3592718428653008
Villarreal - Panathinaikos,-147,252,451,2009,Villarreal,Panathinaikos,0.5951417004048583,0.2840909090909091,0.18148820326678766,0.5610728980181537,0.2678281652181586,0.17109893676368754
Arsenal - AS Roma,-104,221,320,2009,Arsenal,AS Roma,0.5098039215686274,0.3115264797507788,0.23809523809523808,0.4812078380982974,0.294052237515135,0.22473992438656748
Atl. Madrid - FC Porto,-101,217,271,2009,Atl. Madrid,FC Porto,0.5024875621890548,0.31545741324921134,0.2695417789757412,0.462063156309265,0.2900793154204399,0.247857528270295
Inter - Manchester Utd,144,200,215,2009,Inter,Manchester Utd,0.4098360655737705,0.3333333333333333,0.31746031746031744,0.3864082433758587,0.31427870461236507,0.29931305201177627
Lyon - Barcelona,262,236,-103,2009,Lyon,Barcelona,0.27624309392265195,0.2976190476190476,0.5073891625615764,0.2554846342143848,0.2752542785285931,0.4692610872570222
Chelsea - Liverpool,116,208,270,2008,Chelsea,Liverpool,0.46296296296296297,0.3246753246753247,0.2702702702702703,0.4376209640256828,0.306903013732297,0.25547602224202026
Manchester Utd - Barcelona,100,223,300,2008,Manchester Utd,Barcelona,0.5,0.30959752321981426,0.25,0.4718772826880935,0.2921840759678598,0.23593864134404674
Barcelona - Manchester Utd,216,181,273,2008,Barcelona,Manchester Utd,0.31645569620253167,0.35587188612099646,0.2680965147453083,0.3365031767995711,0.37841638387425075,0.28508043932617816
Liverpool - Chelsea,110,222,540,2008,Liverpool,Chelsea,0.47619047619047616,0.3105590062111801,0.15625,0.5049742710120069,0.32933104631217835,0.16569468267581475
Barcelona - Schalke,-233,324,685,2008,Barcelona,Schalke,0.6996996996996997,0.2358490566037736,0.12738853503184713,0.6582699707719337,0.22188426215387272,0.11984576707419367
Manchester Utd - AS Roma,-137,257,408,2008,Manchester Utd,AS Roma,0.5780590717299579,0.2801120448179272,0.1968503937007874,0.5479121194350883,0.2655036339040175,0.1865842466608942
Chelsea - Fenerbahce,-357,442,975,2008,Chelsea,Fenerbahce,0.7811816192560175,0.18450184501845018,0.09302325581395349,0.737864041507902,0.17427096807607018,0.08786499041602794
Liverpool - Arsenal,131,198,231,2008,Liverpool,Arsenal,0.4329004329004329,0.33557046979865773,0.3021148036253776,0.40435850240020993,0.3134456847464715,0.2821958128533187
Arsenal - Liverpool,219,143,530,2008,Arsenal,Liverpool,0.31347962382445144,0.411522633744856,0.15873015873015872,0.3547223322836945,0.46566429629011746,0.17961337142618813
Fenerbahce - Chelsea,656,277,-128,2008,Fenerbahce,Chelsea,0.13227513227513227,0.26525198938992045,0.5614035087719298,0.13794025143910024,0.2766122814004239,0.5854474671604759
AS Roma - Manchester Utd,213,202,145,2008,AS Roma,Manchester Utd,0.3194888178913738,0.33112582781456956,0.40816326530612246,0.30175243983507405,0.3127434227429741,0.3855041374219518
Schalke - Barcelona,1361,299,-115,2008,Schalke,Barcelona,0.06844626967830253,0.2506265664160401,0.5348837209302325,0.08015193409462021,0.29348866093293263,0.6263594049724472
Inter - Liverpool,-101,217,307,2008,Inter,Liverpool,0.5024875621890548,0.31545741324921134,0.2457002457002457,0.47242026965645434,0.2965814229969932,0.23099830734655244
Chelsea - Olympiakos Piraeus,-385,413,1208,2008,Chelsea,Olympiakos Piraeus,0.7938144329896907,0.1949317738791423,0.0764525993883792,0.7452265514443407,0.18300036832004518,0.07177308023561406
FC Porto - Schalke,-135,229,454,2008,FC Porto,Schalke,0.574468085106383,0.303951367781155,0.18050541516245489,0.5425012693905888,0.2870377086722692,0.17046102193714185
Real Madrid - AS Roma,-133,238,428,2008,Real Madrid,AS Roma,0.5708154506437768,0.2958579881656805,0.1893939393939394,0.540510446989528,0.28015067435280516,0.17933887865766693
AC Milan - Arsenal,119,196,269,2008,AC Milan,Arsenal,0.45662100456621,0.33783783783783783,0.27100271002710025,0.4285663837651407,0.3170812096100197,0.2543524066248396
Barcelona - Celtic,-556,562,2893,2008,Barcelona,Celtic,0.8475609756097561,0.1510574018126888,0.03341129301703976,0.8212564036543896,0.14636924319081038,0.03237435315480002
Manchester Utd - Lyon,-263,357,747,2008,Manchester Utd,Lyon,0.7245179063360881,0.2188183807439825,0.1180637544273908,0.6826058771460817,0.20616013961447,0.1112339832394484
Sevilla - Fenerbahce,-278,369,769,2008,Sevilla,Fenerbahce,0.7354497354497355,0.21321961620469082,0.11507479861910241,0.6913784064153243,0.20044257460768555,0.10817901897699025
Arsenal - AC Milan,110,202,308,2008,Arsenal,AC Milan,0.47619047619047616,0.33112582781456956,0.24509803921568626,0.4524743312915877,0.31463446877891865,0.23289119992949367
Celtic - Barcelona,320,225,112,2008,Celtic,Barcelona,0.23809523809523808,0.3076923076923077,0.4716981132075472,0.23400353212878686,0.3024045645972015,0.46359190327401173
Fenerbahce - Sevilla,175,204,170,2008,Fenerbahce,Sevilla,0.36363636363636365,0.32894736842105265,0.37037037037037035,0.34209977910223816,0.3094652607010378,0.34843496019672404
Lyon - Manchester Utd,238,200,133,2008,Lyon,Manchester Utd,0.2958579881656805,0.3333333333333333,0.4291845493562232,0.27953961944220046,0.3149479712382125,0.40551240931958693
AS Roma - Real Madrid,150,208,192,2008,AS Roma,Real Madrid,0.4,0.3246753246753247,0.3424657534246575,0.37483328887703393,0.30424779941317687,0.32091891170978926
Liverpool - Inter,147,202,202,2008,Liverpool,Inter,0.4048582995951417,0.33112582781456956,0.33112582781456956,0.3793969849246231,0.3103015075376884,0.3103015075376884
Olympiakos Piraeus - Chelsea,337,223,-110,2008,Olympiakos Piraeus,Chelsea,0.2288329519450801,0.30959752321981426,0.5238095238095238,0.2154249060156047,0.2914572257858182,0.4931178681985771
Schalke - FC Porto,122,213,240,2008,Schalke,FC Porto,0.45045045045045046,0.3194888178913738,0.29411764705882354,0.4233330416172738,0.30025538415027087,0.27641157423245527
Barcelona - Lyon,-417,621,1090,2019,Barcelona,Lyon,0.8065764023210832,0.13869625520110956,0.08403361344537816,0.7836116664895895,0.13474731390758166,0.0816410196028289
Bayern Munich - Liverpool,108,256,278,2019,Bayern Munich,Liverpool,0.4807692307692308,0.2808988764044944,0.26455026455026454,0.4684862832474585,0.2737223227962679,0.25779139395627343
Juventus - Atl. Madrid,-133,262,447,2019,Juventus,Atl. Madrid,0.5708154506437768,0.27624309392265195,0.18281535648994515,0.5542576135372239,0.26823001693634607,0.17751236952643012
Manchester City - Schalke,-286,878,2129,2019,Manchester City,Schalke,0.7409326424870466,0.10224948875255624,0.04486316733961418,0.8343410450710839,0.11513994715826448,0.05051900777065171
FC Porto - AS Roma,-127,309,342,2019,FC Porto,AS Roma,0.5594713656387665,0.24449877750611246,0.22624434389140272,0.5430629957925095,0.23732803273761552,0.21960897146987501
Paris SG - Manchester Utd,-204,366,567,2019,Paris SG,Manchester Utd,0.6710526315789473,0.2145922746781116,0.14992503748125938,0.6480031944114805,0.2072214204126589,0.14477538517586064
Dortmund - Tottenham,104,273,262,2019,Dortmund,Tottenham,0.49019607843137253,0.2680965147453083,0.27624309392265195,0.47383196591874116,0.25914670522097377,0.2670213288602851
Real Madrid - Ajax,-132,305,357,2019,Real Madrid,Ajax,0.5689655172413793,0.24691358024691357,0.2188183807439825,0.5498858644300807,0.23863359623602454,0.21148053933389482
Atl. Madrid - Juventus,190,190,194,2019,Atl. Madrid,Juventus,0.3448275862068966,0.3448275862068966,0.3401360544217687,0.33485193621867887,0.33485193621867887,0.33029612756264237
Schalke - Manchester City,972,458,-323,2019,Schalke,Manchester City,0.09328358208955224,0.17921146953405018,0.7635933806146572,0.09003438238185124,0.17296927941459592,0.7369963382035527
Liverpool - Bayern Munich,129,248,223,2019,Liverpool,Bayern Munich,0.4366812227074236,0.28735632183908044,0.30959752321981426,0.422471369562848,0.2780055851433683,0.2995230452937839
Lyon - Barcelona,372,290,-130,2019,Lyon,Barcelona,0.211864406779661,0.2564102564102564,0.5652173913043478,0.2049985830644203,0.24810084924719583,0.5469005676883839
Ajax - Real Madrid,233,265,119,2019,Ajax,Real Madrid,0.3003003003003003,0.273972602739726,0.45662100456621,0.2913008778930567,0.2657621707901038,0.44293695131683963
Tottenham - Dortmund,110,236,290,2019,Tottenham,Dortmund,0.47619047619047616,0.2976190476190476,0.2564102564102564,0.46222222222222226,0.2888888888888889,0.24888888888888888
AS Roma - FC Porto,110,240,280,2019,AS Roma,FC Porto,0.47619047619047616,0.29411764705882354,0.2631578947368421,0.46077032810271046,0.2845934379457918,0.25463623395149787
Manchester Utd - Paris SG,135,248,214,2019,Manchester Utd,Paris SG,0.425531914893617,0.28735632183908044,0.3184713375796178,0.41259316875722135,0.2786189501665144,0.30878788107626437
